ad_url,ad_creative_body,ad_creative_link_title,ad_creative_link_description,Label
https://www.facebook.com/ads/library/?id=2246380468976443,"17/esima settimana consecutiva di proteste e tutti zitti, il silenzio degli indifferenti.

I diritti umani sono indivisibili, quelli dei giovani di Hong Kong valgono quanto quelli dei migranti. Sui secondi, giustamente, molti politici hanno alzato la voce.

Invece le grandi manifestazioni di massa che ormai da mesi si susseguono a #HongKong per il rispetto dei diritti politici e lo svolgimento di consultazioni elettorali pienamente libere nell’ex colonia britannica, trovano spazio sempre minore sui media e soprattutto non trovano nella nostra classe politica grandi difensori.

Da vent’anni si assiste infatti al tentativo del governo di Pechino di svuotare progressivamente di contenuti democratici la Costituzione e la legislazione di Hong Kong.

黃之鋒 Joshua Wong, il giovane leader del movimento di dissenso, è stato più volte arrestato e detenuto.

Il 18 luglio scorso, il Parlamento europeo ha approvato una risoluzione che esprime profonda preoccupazione per il costante deterioramento dei diritti civili, dei diritti politici e della libertà di stampa a Hong Kong e condanna con forza l’ingerenza costante e crescente della Cina negli affari interni di Hong Kong, invitando gli Stati membri dell’Unione europea a sollevare tutte queste preoccupazioni e ad assicurare un dialogo con i governi della Regione autonoma speciale di Hong Kong e della Cina.

Il nuovo governo vanta nel suo programma e nei suoi successi un nuovo e positivo rapporto con l’Europa, ascoltiamola anche quando ci richiama ai principi della nostra civiltà.",0,0,3
https://www.facebook.com/ads/library/?id=585274092284122,"Aree popolate, campi profughi, scuole e ospedali vengono continuamente colpiti da raid aerei e bombardamenti via terra. In Yemen, dove le bombe continuano a esplodere, ha bisogno di acqua pulita, cibo e servizi igienico sanitari.
FIRMA ORA per una maggiore protezione dei civili
#SosYemen",SOS Yemen - Firma la petizione!,,3
https://www.facebook.com/ads/library/?id=2590925137665320,"Cittadinanza facile e più sbarchi... 🤔 
Come giudicate la strategia del Pd e di Zingaretti?","Il Pd ci prova, svolta a sinistra di Zingaretti: “Ius soli subito e via i decreti sicurezza” - La Stampa",Il segretario cerca di dettare un’agenda. Gori tra le poche voci critiche: non possiamo essere solo il partito di pensionati e dipendenti pubblici,4
https://www.facebook.com/ads/library/?id=2441739285893293,"Ecco cosa succede quando un ministro dell’interno incompetente e ideologizzato (Salvini) deve risolvere problemi concreti.

Il lavoro di prefetti e forze dell’ordine viene reso difficile dal taglio delle risorse per la gestione dell’immigrazione, taglio che peggiora la vita a tutti noi cittadini in quanto rallenta l’integrazione. 
Gli sprechi in Italia sono ben altri.","«Profughi, bando-bis fallito. Cercheremo fuori provincia»","Cas: «Solo due offerte dalle coop nonostante la cifra più alta per migrante. Ora chiamata diretta alle aziende». Spaccio: «Non solo piazza Verdi, aiutare le periferie»",1
https://www.facebook.com/ads/library/?id=606588950076553,"Nel campo profughi di Jabal Zaid, Soud ha perso davanti ai suoi occhi le due figlie di 3 e 4 anni durante uno dei tanti raid aerei che hanno colpito il campo. Le bambine stavano giocando nella tenda che era diventata la loro casa.
FIRMA ORA per una maggiore protezione dei civili
#SosYemen",SOS Yemen - Firma la petizione!,,3
https://www.facebook.com/ads/library/?id=700006370508074,"ORMAI LA DESTRA
SI TINGE DI NERO
TRADISCE LA COSTITUZIONE
TACE E BRUCIA I DIRITTI UMANI 
di #DomenicoGallo
Segui ☝️ Per fortuna sono bianco 

Non si sono spenti gli echi delle elezioni in Umbria declinate come un annuncio di futura vittoria del centrodestra alle prossime elezioni regionali e politiche. La linea di tendenza è quella di una ripresa forte del centrodestra, ma si tratta di un centrodestra completamente ribaltato. Secondo l’Istituto Cattaneo «nel 2015 il peso elettorale della componente leghista all’interno della coalizione era di poco più di un terzo (36,3%). Oggi, al contrario, la Lega controlla quasi i due terzi del voto dell’intera coalizione e, considerando anche Fratelli d’Italia, l’anima sovranista rappresenta l’80% dei consensi al centrodestra in Umbria». Il voto in Umbria conferma che il centrodestra ha completamente cambiato pelle. Basti pensare che nelle elezioni del 2006, quando la coalizione di centro destra prese il 49,74% dei voti, Forza Italia ottenne il doppio dei voti di Alleanza nazionale (23,72% contro 12,34%); un partito di centro come l’UDC ottenne il 6,76% dei voti, più della Lega che si arrestò al 4,58%. Il dato preoccupante non è l’avanzata relativa della destra, che è sempre stata fortissima in Italia da quando le riforme elettorali hanno fatto assumere una curva bipolare al sistema politico, ma il fatto che il blocco di destra si è tinto di nero. Ogni sistema politico democratico ha bisogno di una destra, un centro ed una sinistra, perché nel Parlamento devono essere rappresentate le differenti categorie di interessi presenti nel corpo sociale, quindi è inevitabile che ci sia un partito degli affari che curi gli interessi dei ceti sociali che vogliono pagare meno tasse e pretendono la massima libertà d’impresa. La presenza di una destra forte non impedisce la stabilità del sistema democratico, come insegna la lunga esperienza di governo della Merkel in Germania. Se però la destra si colora di nero ed esce fuori dai confini della Costituzione e dalla legalità internazionale delineata dalle convenzioni internazionali sui diritti umani, allora il sistema si squilibra e si ripropone un dramma storico che abbiamo già vissuto, con altre modalità, nel secolo scorso.
La cosa più inquietante è che non si tratta di un fenomeno soltanto italiano: la progressiva fascistizzazione della destra italiana è l’epifenomeno di un processo generale che coinvolge tutta l’Europa. L’ultimo segnale è stata la bocciatura nel Parlamento Europeo della risoluzione sulla ricerca ed il soccorso nel Mediterraneo. La risoluzione, basandosi sui rapporti delle Nazioni Unite, esprimeva preoccupazione osservando che il tasso dei morti nel 2018 era risultato cinque volte superiore a quello del 2015 “in particolare a causa di una riduzione delle attività di ricerca e soccorso al largo della coste libiche”. Richiamava quindi l’obbligo giuridico per tutti gli Stati, nascente dal diritto internazionale e dal diritto dell’Unione, “di prestare assistenza a chiunque si trovi in pericolo in mare.” Conseguentemente invitava gli Stati a mantenere i porti aperti alle navi che effettuavano il soccorso.
La cosa più eclatante non è solo la bocciatura della proposta, ma le manifestazioni di giubilo della destra europea e italiana. Ci informa una nota di agenzia del 24 ottobre “ Il voto di oggi a Strasburgo ""di tutte le forze di centrodestra contro la risoluzione delle sinistre sui migranti è un segnale di speranza e un risultato a suo modo storico"". Lo affermano il copresidente del gruppo Ecr nel Parlamento Europeo Raffaele Fitto e il capo delegazione di Fdi Carlo Fidanza. ""Significa che, pur con le tante differenze - aggiungono Fitto e Fidanza - esiste un sentire comune tra chi ritiene che l'immigrazione incontrollata non sia positiva per la società europea, che la gestione delle politiche migratorie non possa essere lasciata alle Ong, che la difesa dei confini esterni dell'Unione sia ancora un principio imprescindibile, che tra la fuorilegge Carola Rackete e le migliaia di agenti che ogni giorno sorvegliano le nostre frontiere è sempre meglio schierarsi con i secondi"". 
Quindi la destra europea, con in testa i gloriosi deputati di Fratelli d’Italia ed i loro sodali della Lega, gioisce perché è stato disconosciuto l’obbligo del diritto internazionale di salvare la vita in mare ai migranti ed ai richiedenti asilo, elevati al rango di nemici pubblici come lo furono gli ebrei nel terzo Reich. E allora torna attuale il monito di Bertolt Brecht: E voi, imparate che occorre vedere/ e non guardare in aria; occorre agire/ e non parlare. Questo mostro stava/ una volta per governare il mondo!/ I popoli lo spensero, ma ora non/ cantiam vittoria troppo presto/ il grembo da cui nacque è ancora fecondo!
( NDR .   Destra riunita a Roma: sul palco di Salvini, Menoni, Berlusconi. In piazza Casa Pound. La Carfagna –  ex bandiera Forza Italia - disobbedisce all’ordine  di  partecipare: non vuole confondersi con la destra estrema. Legame con la destra estrema trazione Salvini confermato al Senato chiamato a votare  la proposta  di Liliana Segre senatrice a vita, sopravissuta bambina  alla strage di Auschwitz.  Chiede l’istituzione di una commissione impegnata a combattere il razzismo  contro ebrei, musulmani e uomini e donne di ogni altra religione o colore.  Approvata con 158 voti favorevoli e 98 astensioni: Lega, Fratelli d’ Italia, Forza Italia. Applausi dei senatori favorevoli alla civiltà della proposta. In piedi a complimentare la Segre. Imbronciati e incollati alle poltrone in un silenzio rumoroso gli ormai discepoli del Salvini- Casa Pound. Meloni e Forza Italia, ruote secondarie). 

Domenico Gallo, magistrato di Cassazione, membro del Comitato per il No al referendum. E’ stato senatore e segretario del Comitato per la Difesa della Costituzione. Fra i suoi libri “La dittatura della maggioranza"" (con Raniero La Valle, Pancho Pardi, Federico Resta); “Salviamo la Costituzione"" (con Franco Ippolito) e “Millenovecentonovantacinque, cronache del Palazzo"". Ultimo saggio: ""Ventisei madonne nere"".",0,0,2
https://www.facebook.com/ads/library/?id=118500936130229,"[Finalmente in libreria!]

MUSICA MIGRANTE. Dall’Africa all’Italia passando per il Mediterraneo, di Luca D'Ambrosio (Arcana Edizioni, 2019)

Il blogger e critico musicale Luca D’Ambrosio prosegue il suo viaggio alla scoperta della musica con un nuovo e insolito progetto editoriale a metà strada tra il racconto e il saggio. Si intitola Musica migrante. Dall’Africa all’Italia passando per il Mediterraneo (Arcana, 2019) e vede le prefazioni dell’artista africana Angélique Kidjo e del giornalista Valerio Corzani. L'immagine di copertina è della giovanissima disegnatrice Laura Colucci.  

Prendendo spunto dalle drammatiche testimonianze dei migranti arrivati in Italia all’inizio del terzo millennio, l’autore di questo libro decide di partire alla scoperta delle musiche di un intero continente: l’Africa. È un viaggio narrativo intrapreso con curiosità, entusiasmo e persino un pizzico di incoscienza che, tuttavia, riesce a mettere in evidenza alcuni aspetti umani, storici, culturali e finanche statistici di un universo musicale estremamente vasto e multiforme. È il background di una nuova generazione costretta ad abbandonare la propria terra, giovani africani che hanno attraversato prima il deserto e poi il Mediterraneo nel rischioso tentativo di trovare un futuro migliore, portandosi dietro un bagaglio di suoni e memorie che viaggiano sempre di più sulla Rete. 
""Musica migrante"" è un libro sui generis che racconta e analizza con semplicità e leggerezza la “musica africana”, fra tradizione e nuove contaminazioni, alla luce di una società e di un mercato discografico sempre più globalizzati e digitali.
«È veramente importante oggi raccontare la storia della nostra musica mentre si segue la migrazione dei popoli africani» Angélique Kidjo

«D’Ambrosio prova a occuparsi delle musiche di un bacino vasto come quello dell’Africa settentrionale e dell’Africa subsahariana. Parte, come giusto, dalle fondamenta per arrivare anche ai nuovi generi di musica popolare urbana. Si concede anche lo sfizio di approfondire alcuni temi apparentemente marginali come gli archivi digitali africani e i musicisti di seconda generazione in Italia» Valerio Corzani

Luca D’Ambrosio (Sora, 1970) è un blogger con la passione per la musica. Ideatore e responsabile di Musicletter.it e della Targa Mei Musicletter (Premio nazionale per il giornalismo musicale sul web), ha scritto per webzine (Sentireascoltare, Extra! Music Magazine) e riviste («Il Mucchio Selvaggio», «Gazzetta Italia», «La Rivista»). È stato consulente musicale di due programmi radiofonici della Rappresentanza in Italia della Commissione europea. È membro della giuria delle Targhe Tenco. Nel 2018 ha pubblicato per Arcana ""La musica, per me"".

UFFICIO STAMPA E PROMOZIONE – ARCANA EDIZIONI 
Angelo Bernacchia - angelobernacchia@litedizioni.it
Booking: Emme Elle Press | emmellepress@gmail.com",0,0,2
https://www.facebook.com/ads/library/?id=2040355892935983,"La criminalità organizzata mette le mano anche nei nostri piatti. Il sesto rapporto ""Agromafie"" ci racconta di un business da 24,5 miliardi nel 2018, che fa arrivare sulle nostre tavole mozzarelle sbiancate con la soda, pesce vecchio rinfrescato con un “lifting” al cafados, carne dei macelli clandestini di animali rubati, pane cotto in forni con legna tossica, nocciole turche prodotte con il lavoro dei minori e miele “tagliato” con sciroppo di riso o di mais, vino adulterato e via dicendo.
Agromafia, ovvero l'insieme di quelle attività illecite che coinvolgono tutto il comparto agricolo e la filiera alimentare, dove la criminalità investe denaro sporco per controllare settori puliti, come ristorazione, coltivazioni e distribuzione di prodotti ortofrutticoli. Tutte queste attività mettono a rischio la concorrenza e il libero mercato legale e spesso a rimetterci sono i piccoli agricoltori locali,  persone che ogni giorno lavorano duramente per portare sulle nostre tavole cibo sano e nel pieno rispetto del made in Italy e dell'ambiente. I criminali s insinuano nel percorso che gli alimenti e i prodotti agricoli compiono per arrivare a casa nostra. Questo provoca moltiplicazione dei prezzi,  danni di immagine per il Made in Italy in Italia e all’estero e i rischi per la salute con 399 allarmi alimentari, più di uno al giorno nel 2018 in Italia.  Combattere la criminalità organizzata singiifica combattere per chi fa bene il proprio lavoro. Anche su questo mi impegnerò in Europa.",0,0,irrelevant
https://www.facebook.com/ads/library/?id=2512350022409294,"⚠CHE SCHIFO!
“Arrestato a Bologna per giro di permessi falsi ai clandestini, beccato con 200mila euro in contanti in casa!
Bell'esempio di campione della sinistra buonista dei porti aperti... per MANGIARCI SU!
Vergogna dell'Emilia-Romagna e dell'Italia.” @matteosalviniofficial",0,0,4
https://www.facebook.com/ads/library/?id=567042037157503,"VOGLIONO L’ANNICHILIMENTO DELL’UMANITÀ? NON L’AVRANNO!!!
Non esiste crisi economica senza la crisi morale e spirituale. Tutto è strettamente collegato. Lo ripeterò allo sfinimento, per me la politica è discernere i segni dei tempi e agire di conseguenza...anche se ciò comporterà scontrarsi con il mondo, essere calunniati, minacciati, offesi e oltraggiati. Ambientalismo, denatalità, migrazioni forzate, propaganda abortista, divulgazioni LGBT, utero in affitto. Opporsi fermamente a questi “veleni mortiferi” significa combattere sul campo i “propagatori’, ossia tutta quella sinistra mondialista-globalista.
Tesi avallate e sostenute con il preciso intento di corrompere la società, in special modo i giovanissimi, per poi così ottenere l’annichilamento dell’umanità. 
Purtroppo anche coloro che sono chiamati a difendere la Verità acconsentono e collaborano all'errore e al propagarsi della menzogna! Verità IMMUTABILI vengono cucinate e mescolate con ideologie menzognere e diaboliche. Gli esiti finali di tale “asservimento al mondo” li possiamo vedere nello svilimento liturgico sino ad arrivare ad un falso “spiritualismo” tutto orizzontale, dove la componente mistica e soprannaturale è stata soppiantata da una carità piatta senza Verità. 

Siamo circondati da uomini pavidi e succubi del pensiero dominante, spesso in buona fede ma che non si rendono conto delle conseguenze delle loro posizioni. OCCORRE UNA REAZIONE IDENTITARIA!
INVERTIRE LA MARCIA!!! PUNTO SU PUNTO!!! Se solo riuscissimo a ri-portare un pezzetto di Verità in tutte le questioni indicate certamente avremmo fatto un gran servizio...che convoglierà a beneficio di tutta l’umanita...sia in questo che nell’altro mondo! 

SEMPRE...VIVA LEGA!!!
💚💚💚💙💙💙",0,0,5
